出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"1140917","11408","7716","昱臺國際","航運業","167178","163349","211520","2.3440608757935464","-20.963502269288956","1381907","1349029","2.4371603575608827","-"
"1140917","11408","7719","碳基","其他","837","1069","6540","-21.702525724976613","-87.20183486238533","15185","36218","-58.073333701474404","主係因客戶訂單需求減少"
"1140917","11408","7724","諾亞克","生技醫療業","35538","35367","35434","0.4835015692594792","0.2935034147993453","258069","276811","-6.770684690998551","-"
"1140917","11408","7725","列特博","生技醫療業","7231","5218","3813","38.577999233422766","89.64070285864149","49690","49640","0.10072522159548751","8月單月較去年同期增加，係因開發之新產品出貨。"
"1140917","11408","7726","暄達","生技醫療業","28531","16225","28483","75.84591679506934","0.168521574272373","197076","243124","-18.940129316727266","-"
"1140917","11408","7729","仲恩生醫","生技醫療業","0","0","0","","","0","0","","不適用"
"1140917","11408","7730","暉盛","半導體業","19254","24241","34857","-20.57258363928881","-44.76288837249333","299151","322643","-7.28111256094197","-"
"1140917","11408","7731","火星生技*","食品工業","52587","35967","50945","46.2090249395279","3.223083717734812","397159","310262","28.00761936685769","-"
"1140917","11408","7737","凱鈿","數位雲端","25994","29042","32089","-10.49514496246815","-18.994047804543612","252043","266557","-5.444989251829815","-"
"1140917","11408","7738","東聯互動","數位雲端","55456","50374","37983","10.088537737721841","46.00215886054288","372512","283640","31.332675222112538","-"
"1140917","11408","7742","天弘化","化學工業","96844","122284","33510","-20.804029963036864","189.00029841838258","518099","558077","-7.163527613573037","係因本期新能源材料產品銷售金額增加，致本月營收較去年同期增加。"
"1140917","11408","7744","崴寶","電子零組件業","241344","225025","120281","7.252083101877569","100.65014424555832","1530267","863913","77.13207232672734","主係客戶需求增加所致。"
"1140917","11408","7748","鑫囍創業","其他","20238","15404","19405","31.381459361204882","4.292708064931719","107477","79158","35.77528487329139","-"
"1140917","11408","7752","世紀樺欣","綠能環保","194736","175319","49738","11.075239991101935","291.52358357794844","2445479","516828","373.17076474184836","本月增加百分比達50%以上，主係因工程進度所致"
"1140917","11408","7754","安基生技","生技醫療業","63","47","753","34.04255319148936","-91.63346613545816","7243","88853","-91.84833376475753","本月營收較去年同期減少，主因為與 Avenue 解約後，不再依完工比例法認列其相關收入所致。"
"1140917","11408","7756","多那之","觀光餐旅","113283","100683","103185","12.514525788862072","9.786306149149585","832820","819850","1.581996706714643","-"
"1140917","11408","7757","金色三麥","觀光餐旅","226756","190036","223409","19.322654654907492","1.498149134546952","1509328","1460328","3.3554105652976594","-"
"1140917","11408","7758","睿騰能源","電子零組件業","6881","7861","18307","-12.466607301869992","-62.41328453596985","157402","84831","85.54773608704365","本年客戶需求提升增加出貨營收"
"1140917","11408","7759","視航生醫","生技醫療業","0","0","0","","","0","0","","無"
"1140917","11408","7760","享溫馨","觀光餐旅","104232","98720","94760","5.583468395461913","9.995778809624314","894239","887198","0.7936221677686379","-"
"1140917","11408","7761","三大未來","綠能環保","20069","22595","12513","-11.179464483292763","60.38519939263166","145487","59506","144.4913118004907","產能增加"
"1140917","11408","7762","吉晟生","生技醫療業","22090","22670","12143","-2.5584472871636526","81.91550687638968","129020","79297","62.70476815011917","因假日增加本月營收較上期微幅減少及合併子公司營收"
"1140917","11408","7763","崇舜","化學工業","88823","55663","88554","59.57278623142842","0.30376945140818035","711942","612558","16.224422830164652","-"
"1140917","11408","7764","聖州","其他","63945","65121","61151","-1.8058690744920993","4.569017677552289","515940","496545","3.9059903936199136","-"
"1140917","11408","7767","仁大資訊","資訊服務業","192789","141819","159753","35.94017726820807","20.679423860584777","1509382","1499638","0.649756807976325","-"
"1140917","11408","7768","頌勝科技","半導體業","176278","177012","188708","-0.4146611529161865","-6.586896157025669","1372086","1285477","6.737498998426265","-"
"1140917","11408","7769","鴻勁","半導體業","2724112","2612117","1107828","4.2875185146760275","145.8966554374867","18133459","7794738","132.63718421324745","主要係因市場需求較去年同期成長所致。"
"1140917","11408","7770","君曜","半導體業","45998","54533","55592","-15.65107366181945","-17.257878831486543","337657","286277","17.947652099190645","-"
"1140917","11408","7772","耀穎","半導體業","25400","25861","27162","-1.7826070144232629","-6.48700390251086","275156","241514","13.929627267984465","-"
"1140917","11408","7773","富禾生醫","生技醫療業","3623","3906","118","-7.2452636968766","2970.3389830508477","25584","9728","162.9934210526316","本期營業收入及累計營業收入較去年增加，主係銷貨收入增加所致。"
"1140917","11408","7776","奧孟亞","生技醫療業","118","117","118","0.8547008547008547","0.0","4173","21128","-80.24895872775464","本期累計授權收入較去年累計減少"
"1140917","11408","7777","能率亞洲","其他","59178","-18759","79608","415.4645770030385","-25.66324992463069","92491","73581","25.699569182261726","營業收入為投資標的之評價損益(含已實現及未實現)，投資標的的股數及公允價值變動情形，請參考本公司網站投資人專區/財務資訊。"
"1140917","11408","7779","鍇睿國際","運動休閒","21355","19666","22744","8.588426726329706","-6.107105170594442","135214","122891","10.027585421226942","-"
"1140917","11408","7781","昕力資*","數位雲端","44143","62337","52473","-29.18651844009176","-15.874830865397442","485253","427560","13.493544765646927","-"
"1140917","11408","7782","光速火箭","居家生活","63040","52163","55396","20.85194486513429","13.798830240450574","459347","438329","4.795028391915661","-"
"1140917","11408","7783","佳運","綠能環保","153441","129293","137648","18.6769585360383","11.473468557479949","1008718","1011249","-0.2502845491070943","-"
"1140917","11408","7785","北祥科服","數位雲端","105009","134631","178285","-22.002362011720926","-41.100485178225874","1119388","1159708","-3.4767372476519953","-"
"1140917","11408","7786","東方風能","綠能環保","1439391","1225226","758701","17.479632329056027","89.71782032711174","7025013","4657958","50.817439745055665","主係因業務持續成長所致。"
"1140917","11408","7788","松川精密","電子零組件業","524040","494731","521800","5.9242295307955235","0.42928325028746644","4252350","3872508","9.80868212538231","-"
"1140917","11408","7789","開展","觀光餐旅","213658","182587","193859","17.017093221313676","10.213093021216451","1420880","1319404","7.691048382451471","-"
"1140917","11408","7790","思必瑞特","生技醫療業","21630","23807","17831","-9.144369303146133","21.305591385788794","189632","140257","35.20323406318401","-"
"1140917","11408","7791","皇家可口","食品工業","287953","274604","292873","4.86118192014683","-1.679909039071543","1830837","1906854","-3.986513912444267","-"
"1140917","11408","7792","安葆","其他電子業","404682","590594","345816","-31.4788162426303","17.02234714414602","3679177","2604387","41.268444359459636","-"
"1140917","11408","7794","宏碁智新","居家生活","82720","102480","65183","-19.281811085089775","26.904254176702516","631042","466768","35.19392931820519","-"
"1140917","11408","7795","長廣","電子零組件業","170124","114173","312911","49.00545663160292","-45.631825023728794","1149183","1661917","-30.8519619210827","-"
"1140917","11408","7796","擷發科","半導體業","2515","1105","641","127.60180995475113","292.3556942277691","43427","30538","42.20643133145589","主係按完比法認列"
"1140917","11408","7797","Q Burger","觀光餐旅","215044","208461","206877","3.1579048359165505","3.947756396312785","1564895","1445095","8.29011241475474","-"
"1140917","11408","7801","華芸科技","資訊服務業","36046","38636","39530","-6.703592504400041","-8.813559322033898","363016","328006","10.673585239294404","-"
"1140917","11408","7803","雲象科技","生技醫療業","63850","2264","4471","2720.2296819787985","1328.0921494072913","115276","49087","134.84018171817385","本月有專案驗收完成，故認列輸入"
"1140917","11408","7805","威聯通","數位雲端","463992","514322","422925","-9.785698453498004","9.710232310693385","4074582","3865397","5.41173390469336","-"
"1140917","11408","7806","精華生醫","食品工業","49977","34647","36551","44.24625508702052","36.73223714809444","368815","289461","27.414401249218376","-"
"1140917","11408","7808","訊聯智藥","生技醫療業","14439","9970","6326","44.82447342026078","128.24849826114448","86724","50398","72.07825707369341","本月銷售狀況較去年同期成長，主因係市場經營成果，客戶需求增加致營收成長。"
"1140917","11408","7810","捷創科技","半導體業","35155","39976","35295","-12.059735841504903","-0.3966567502479105","323311","261215","23.77198859177306","-"
"1140917","11408","7811","民盛","運動休閒","228529","241636","250237","-5.42427452862984","-8.67497612263574","1984947","1614669","22.93213036232194","-"
"1140917","11408","7812","稜研科技*","通信網路業","5434","4128","4377","31.637596899224807","24.148960475211332","100231","62402","60.6214544405628","本年累計營收較去年顯著提升，主要係出貨量增加所致。"
"1140917","11408","7813","宇辰系統","其他電子業","172401","152749","234297","12.865550674636168","-26.417751827808296","1210735","1099107","10.156245024369785","-"
"1140917","11408","7814","海昌生技","生技醫療業","6344","10025","6300","-36.718204488778056","0.6984126984126984","47334","53940","-12.24694104560623","-"
"1140917","11408","7815","新特","半導體業","98744","95945","69735","2.9172963677106676","41.59891015989101","702756","529141","32.81072530762122","-"
"1140917","11408","7816","來穎","電子零組件業","191223","456032","128560","-58.068074170233665","48.74222153080274","2353047","1179347","99.52117570146869","係因出貨經客戶驗收後認列營收所致。"
"1140917","11408","7818","溢泰實業","其他","945264","970068","1075240","-2.556934153069682","-12.088091960864551","8522811","8693157","-1.959541280572754","-"
"1140917","11408","7819","精誠金融","資訊服務業","33194","80460","50324","-58.74471787223465","-34.03942452905174","362842","275746","31.5855896368397","-"
"1140917","11408","7820","立盈","綠能環保","27415","27764","22139","-1.2570234836478893","23.831248023849316","188982","102566","84.25404130023594","本年累計營收較去年同期成長，主要係產能較去年同期擴增所致。"
"1140917","11408","7821","神數","其他電子業","614678","724355","600790","-15.141332633860468","2.311623029677591","5268722","4271435","23.34782104842986","-"
"1140917","11408","7822","倍利科","半導體業","172919","167126","91633","3.4662470232040494","88.70821647223163","1081519","262773","311.57919573167715","本月認列設備營收較前期多"
"1140917","11408","7825","和亞智慧","其他電子業","35292","16527","33383","113.54147758213831","5.718479465596261","258894","171352","51.08898641393156","本月及本年營收較去年本月及去年累計營收增加50%以上，主要皆係自動化設備收入增加所致。"
"1140917","11408","7826","極風雲創","數位雲端","9677","9461","9351","2.2830567593277666","3.486258154208106","83187","63678","30.636954678224818","-"
"1140917","11408","7827","漢康-KY","生技醫療業","0","0","0","","","0","0","","無營收"
"1140917","11408","7828","創新服務","半導體業","53757","26071","1335","106.19462237735415","3926.741573033708","244669","83221","193.99911080136025","依客戶訂單交期安排，本月出貨量較去年同期增加。"
"1140917","11408","7829","思捷優達-KY","生技醫療業","0","0","0","","","0","0","","本公司目前正處於新藥開發階段，尚未進入商業化階段，且尚無產生重大之進貨及銷貨等商業&#64008;為"
"1140917","11408","7831","捷博","居家生活","21214","15992","9511","32.653826913456726","123.04699821259594","120515","110839","8.729779229332635","拓展新營業據點"
"1140917","11408","7832","智新生技*","生技醫療業","0","0","199","","-100.0","1592","3318","-52.01928872814949","本公司本年度專注於自身產品研究開發，減少提供試驗測試勞務服務所致。"
"1140917","11408","7833","綠岩能源","綠能環保","30827","30389","31375","1.4413110006910395","-1.7466135458167331","594390","333575","78.18781383496965","本年營收較去年同期營收增加，主要係因承接工程案件依進度認列收入所致"
"1140917","11408","7834","來毅數位","資訊服務業","2003","1393","3178","43.79038047379756","-36.97293895531781","19820","11179","77.29671705877091","本公司自114年持續增聘研發技術及業務人員，增加產品及服務量能，帶動穩定成長，114年累積營收較去年同期提升。"
"1140917","11408","7836","今網智慧","其他","74654","76161","70251","-1.9787030107272752","6.2675264409047555","586988","515120","13.95170057462339","-"
"1140917","11408","7837","啟新生","生技醫療業","99131","93957","71516","5.506774375512203","38.613736786173725","694705","529842","31.115502357306518","-"
"1140917","11408","7839","達人網","數位雲端","14715","14863","13744","-0.9957612864159322","7.064901047729919","115733","105376","9.828613726085637","-"
"1140917","11408","7840","祥圃","農業科技","153904","168452","152845","-8.63628808206492","0.6928587785010959","1168160","1214636","-3.8263315100161694","-"
"1140917","11408","7841","經貿聯網","資訊服務業","28667","50634","25988","-43.383892246316705","10.308603971063567","303653","251826","20.58048017281774","-"
"1140917","11408","7842","天能綠電","綠能環保","186556","209299","94808","-10.86627265299882","96.77242426799427","1448449","650158","122.78415400564171","本月營收及本年累計營收增加，主要係因售電業務成長所致。"
"1140917","11408","7843","英柏得","半導體業","27408","31918","27587","-14.129958017419638","-0.6488563453800703","205061","197721","3.7123016776164395","-"
"1140917","11408","7846","德揚","綠能環保","60335","55881","56435","7.970508759685761","6.91060512093559","494275","406437","21.611713500493313","-"
"1140917","11408","7847","豊漁","觀光餐旅","83839","75197","88930","11.492479753181643","-5.724727313617452","648237","654872","-1.0131750937587802","-"
"1140917","11408","7848","騏億鑫","其他電子業","223078","99731","272424","123.67969838866551","-18.113675740757056","1171891","1177087","-0.44142871342560064","-"
"1140917","11408","7849","旭誼","其他電子業","34221","45282","17154","-24.42692460580363","99.49282966072053","366689","289616","26.61213468869123","本月營收較去年同期增加，主係因本月正在進行專案之投入較去年同期增加所致。"
"1140917","11408","7850","寶泰生醫","生技醫療業","1656","1516","3","9.234828496042216","55100.0","11357","3","378466.6666666667","本公司於113年8月推出首款引入之寵物保健品，且於114年3月併購牧騰生技，啟動獸醫院通路及搭配檢測試劑等，致營收增長。"
"1140917","11408","7856","漢測","半導體業","234010","0","213382","","9.667169676917453","1403145","1004305","39.713035382677575","-"
"1140917","11408","7857","合水先進","綠能環保","64080","0","84693","","-24.338493145832594","1402777","797727","75.84674957723632","本年累計營業收入較去年同期增加達50%以上，主係工程收入上升所致。"
"1140917","11408","7860","得生製藥","生技醫療業","70346","0","67057","","4.90478249847145","554854","562905","-1.4302591023352076","-"
"1140917","11408","8058","耐特","其他電子業","177030","183119","203502","-3.325160141765737","-13.008225963381195","1643266","1565338","4.978349723829614","-"
"1140917","11408","8098","慶康科技","半導體業","53080","34543","55996","53.6635497785369","-5.207514822487321","411519","292085","40.89015183936183","-"
"1140917","11408","8102","傑霖科技","半導體業","32135","44841","49434","-28.335674940344774","-34.99413359226443","295860","362974","-18.490029588896174","-"
"1140917","11408","8119","公信","電腦及週邊設備業","48562","49715","84069","-2.3192195514432266","-42.23554461216382","461806","517481","-10.758849117165655","-"
"1140917","11408","8298","威睿","資訊服務業","7496","10076","5043","-25.605398967844383","48.641681538766605","52837","67141","-21.30441905839949","-"
"1140917","11408","8329","台視","文化創意業","56856","62876","74034","-9.574400407150582","-23.202852743334144","603888","763490","-20.904268556235184","-"
"1140917","11408","8345","超秦","農業科技","324706","342830","335835","-5.286585187994049","-3.313829708041151","2587133","2282697","13.336680251474462","-"
"1140917","11408","8359","錢櫃","觀光餐旅","285765","274583","301585","4.072356992239141","-5.245618979723792","2258533","2398718","-5.8441634239623","-"
"1140917","11408","8458","影一","文化創意業","1766","2267","2845","-22.099691221879134","-37.926186291739896","26043","36781","-29.194421032598353","-"
"1140917","11408","8999","台灣積層","其他","153705","155700","156076","-1.28131021194605","-1.5191317050667623","1225713","1178807","3.979107691080898","-"
"1140917","11408","9957","燁聯","鋼鐵工業","3959078","2660123","4332647","48.83063677882564","-8.622188698963935","25502589","31141515","-18.1074234827689","-"
